N (kg/ha),P (kg/ha),K (kg/ha),Fertilizer A (kg/ha),Fertilizer B (kg/ha),Crop Yield (tons/ha),Soil Type,"Climate (Temp °C, Rainfall mm)"
34.74,31.63,43.06,139.96,51.67,4.24,Silty Clay Loam,"(31.4855612157242, 374.0420267779096)"
61.77,29.68,53.03,145.92,28.37,8.31,Silty Clay Loam,"(17.005332664463143, 257.85716666898225)"
60.68,26.38,62.27,131.47,75.8,8.48,Sandy Clay Loam,"(19.84873250443137, 484.07066205198714)"
55.41,34.54,45.01,122.74,63.96,5.08,Silty Clay Loam,"(25.707082805328085, 331.7606185345402)"
55.83,49.03,31.29,86.8,29.84,5.31,Silty Clay,"(15.84917001270971, 138.93362440545218)"
33.69,28.9,72.88,44.79,64.7,6.2,Sandy Clay Loam,"(28.29123388945986, 324.3751818723995)"
32.22,15.51,46.57,118.09,49.8,8.13,Loam,"(27.655427987870937, 465.19174410247547)"
59.55,27.84,54.53,96.33,57.35,7.83,Silty Clay,"(19.91780318192523, 356.79017793823334)"
60.99,46.22,42.04,142.18,30.75,4.67,Sandy,"(16.36501895772835, 455.7630828040003)"
31.55,43.29,35.6,129.19,26.3,5.27,Sandy Clay Loam,"(16.57078803810243, 247.21545281380048)"
33.51,30.38,70.84,46.86,92.17,5.61,Silty Clay,"(21.815538076042472, 437.65859167179696)"
46.9,47.18,50.25,43.12,89.63,7.93,Sandy Clay Loam,"(18.50343598831192, 146.97243837216263)"
66.01,16.6,64.94,59.89,97.64,6.15,Loam,"(20.077912580654285, 297.2393639379553)"
47.44,37.75,34.69,84.13,79.47,5.58,Sandy Clay Loam,"(19.77766345323254, 476.9888890297239)"
61.09,28.29,54.24,92.49,38.11,5.0,Silty Clay,"(27.274814659553623, 348.94785489700257)"
59.48,48.15,53.47,72.93,21.96,5.26,Sandy Loam,"(15.92933812854985, 195.40163227463805)"
35.86,45.16,55.52,91.28,37.09,6.16,Clayey Loam,"(19.07036134684647, 486.21561990159597)"
53.72,37.27,47.4,77.79,66.76,7.25,Silty Clay Loam,"(26.216972060936463, 319.9042551499499)"
35.86,21.78,68.27,96.1,36.96,6.12,Silty Clay,"(18.3916731670365, 398.1810297733763)"
35.62,21.7,67.35,48.67,55.67,7.59,Silty Clay Loam,"(15.922474498215834, 359.0949710058147)"
39.71,22.37,65.21,128.95,41.42,8.48,Sandy Loam,"(27.971137764292777, 395.075193549199)"
49.2,37.63,68.21,102.43,94.42,7.59,Silty Clay,"(25.769480409379568, 135.12942460433965)"
61.08,22.24,30.53,45.5,67.11,6.32,Clayey Loam,"(24.056434138729063, 374.0548841485984)"
34.36,38.77,66.22,86.04,64.79,5.5,Silty Clay,"(17.26744404922714, 205.4390819921301)"
68.84,49.59,32.82,103.41,29.1,7.41,Loam,"(28.035229091991827, 472.78377796797304)"
65.93,33.42,34.38,89.84,91.01,4.96,Sandy,"(23.588517472190897, 172.1580121290579)"
69.09,46.33,66.36,145.3,97.7,4.16,Sandy,"(25.310550247678727, 271.81623878713145)"
43.7,15.4,26.77,70.22,45.48,7.62,Clayey Loam,"(21.570026057057703, 249.95907746579184)"
40.85,15.2,67.83,130.19,21.62,4.01,Sandy,"(27.8920194105621, 240.62537866293616)"
39.4,40.77,58.7,96.83,37.29,8.17,Sandy Clay Loam,"(16.44140678180844, 324.3564295959818)"
59.55,45.25,40.3,45.01,72.14,7.07,Loam,"(18.965262423734732, 279.2955750033974)"
48.63,23.36,71.51,85.44,29.78,7.45,Sandy Clay Loam,"(26.464214642768333, 314.1115528111171)"
62.4,45.47,28.43,55.39,59.14,6.47,Sandy Clay Loam,"(23.912750950469754, 212.34907061256285)"
33.96,49.68,58.13,105.53,22.36,8.36,Silty Clay,"(20.624037315196052, 337.7210693882861)"
38.74,25.62,47.08,70.84,73.29,4.06,Silty Clay Loam,"(28.704280824567075, 424.36809326677604)"
68.19,44.79,55.0,53.57,86.05,6.07,Silty Clay,"(18.268725353021825, 410.00189708619246)"
60.54,27.97,37.83,129.25,50.24,7.16,Clayey Loam,"(24.151059151334533, 210.98114178163272)"
41.58,36.62,74.91,128.69,46.11,8.21,Sandy Loam,"(16.284245552804325, 277.46290699075405)"
61.28,21.81,54.11,42.51,52.33,7.93,Sandy Loam,"(28.062784239024452, 451.1203110064194)"
52.19,27.13,71.36,84.99,51.02,6.55,Silty Clay,"(21.166757907682914, 468.87462441766473)"
61.59,45.1,47.05,116.59,99.37,4.47,Clayey Loam,"(15.539216044552479, 451.8279194421215)"
50.67,49.33,28.03,95.87,99.87,8.17,Silty Clay Loam,"(22.626493362848468, 135.62372245572578)"
55.83,17.92,37.84,134.39,43.53,7.38,Sandy Loam,"(27.95426130793089, 370.26830768923844)"
61.88,31.28,26.48,130.3,36.67,5.02,Loam,"(28.760510819568978, 228.13052977648312)"
44.62,48.95,48.46,101.34,72.94,8.32,Sandy Clay Loam,"(20.517413746713718, 273.88312614737436)"
53.93,26.41,67.65,115.97,76.45,6.77,Sandy,"(17.80530925545162, 416.31103532371753)"
65.33,39.56,43.76,60.14,70.61,5.82,Sandy Loam,"(17.039100055339194, 125.3727319915003)"
64.33,20.13,68.22,110.5,80.2,7.54,Loam,"(31.184060247767924, 352.39433159882424)"
32.34,49.53,29.46,108.23,58.53,7.74,Sandy Clay Loam,"(24.982762793961395, 493.5527226680384)"
35.62,21.94,56.81,43.57,73.96,4.13,Silty Clay Loam,"(21.885604005564478, 142.89557229635602)"
38.61,49.04,32.09,58.85,60.99,5.56,Sandy Clay Loam,"(23.77191216699447, 336.64100934017415)"
56.13,48.53,48.4,134.27,41.89,4.45,Sandy,"(31.35760881829772, 176.2088527567501)"
39.56,19.37,32.71,56.66,72.89,5.37,Loam,"(25.94959142249259, 446.0853709791781)"
58.98,45.28,63.73,135.78,67.43,4.9,Silty Clay,"(28.8824709571808, 316.88292301192206)"
62.02,33.04,38.64,111.4,55.3,5.15,Sandy,"(24.328664310310568, 235.94501631113667)"
42.4,17.26,60.81,91.5,66.16,4.08,Sandy,"(23.823390313941474, 442.85027110708467)"
37.47,23.16,26.94,48.83,22.34,6.36,Sandy Loam,"(22.82406469062373, 406.41043193947473)"
34.66,36.86,41.94,56.85,75.96,5.13,Clayey Loam,"(15.823421796174513, 260.44068095652267)"
66.03,43.44,48.23,103.08,48.82,6.7,Sandy Loam,"(28.33921414835886, 227.5842014659696)"
54.62,43.59,48.58,72.45,66.64,7.51,Loam,"(27.841890295341763, 424.23374217351125)"
42.1,29.25,57.89,52.41,26.65,6.39,Silty Clay,"(30.56328836227645, 268.01990598288756)"
62.32,34.44,46.05,55.31,79.23,8.38,Silty Clay Loam,"(17.35949302334054, 291.78827797207305)"
45.9,41.27,38.93,89.11,75.07,8.03,Sandy,"(29.138754138541756, 420.3930697745875)"
39.5,16.09,52.44,119.56,82.73,8.21,Clayey Loam,"(15.168755105172158, 228.2996043904015)"
56.34,47.56,59.85,128.39,55.61,4.64,Sandy,"(15.691629019414702, 269.2069838795147)"
47.83,45.31,28.36,82.74,31.59,7.53,Silty Clay Loam,"(24.66542908428736, 309.5889780931714)"
51.64,49.32,62.72,63.2,89.64,5.88,Sandy Loam,"(21.325637146089047, 407.04267216033656)"
43.93,29.01,58.45,88.96,32.04,4.38,Clayey Loam,"(21.14840956201725, 317.5889204929694)"
42.53,45.06,70.68,62.06,54.78,6.47,Loam,"(17.88900228814189, 268.180597355299)"
38.59,38.54,70.68,62.23,61.92,6.76,Loam,"(16.524096665786438, 384.2306642441499)"
34.57,26.96,54.1,47.95,70.05,5.8,Sandy,"(16.789230049893515, 175.22831339159174)"
53.16,31.75,30.92,95.14,80.75,6.02,Clayey Loam,"(31.475852926936156, 498.9308091044565)"
37.07,19.33,28.24,67.45,84.79,8.26,Sandy,"(20.036783886351557, 318.300529702282)"
46.48,45.77,48.32,114.12,39.68,7.47,Silty Clay,"(17.675100870760673, 290.73087124990053)"
57.47,20.98,27.18,128.68,63.06,4.81,Clayey Loam,"(17.85259729545251, 391.6821526603325)"
54.17,19.78,35.22,123.92,81.97,6.17,Clayey Loam,"(15.11161001437773, 215.73099715884626)"
63.22,33.69,28.85,81.23,62.81,6.53,Sandy Clay Loam,"(16.286823407231722, 428.56978090892255)"
43.16,42.94,53.93,61.25,30.27,6.75,Sandy,"(22.113766891051828, 469.4626082327983)"
45.04,43.48,27.97,137.95,22.86,8.4,Loam,"(20.88262306732668, 383.0021069444815)"
53.19,34.78,54.39,113.19,50.67,5.41,Sandy,"(21.897257590659695, 382.4893927428945)"
66.61,38.1,32.64,67.31,24.38,4.98,Silty Clay,"(31.89897631861262, 183.57985130468262)"
63.69,42.04,60.92,50.68,78.93,5.53,Clayey Loam,"(31.941088692334624, 147.7972832120423)"
69.36,36.67,58.92,97.35,33.07,8.14,Clayey Loam,"(27.687574112415746, 196.12425567390457)"
55.19,39.96,28.95,148.68,37.76,7.14,Sandy Clay Loam,"(27.483120243149862, 332.9803520575715)"
44.3,36.51,55.03,144.17,66.71,8.18,Loam,"(31.36525445503841, 223.22714166668482)"
41.89,37.89,72.92,119.8,48.8,4.07,Silty Clay Loam,"(20.066685933019457, 372.71699665107144)"
35.23,35.81,41.71,73.38,85.24,6.15,Loam,"(25.874707678047294, 229.44501519141636)"
48.34,32.6,71.94,63.92,83.31,5.22,Silty Clay,"(26.20759882982132, 205.35178587392414)"
48.99,40.81,74.46,97.71,25.99,4.97,Silty Clay,"(19.905869000822225, 434.2026692002743)"
67.7,17.27,49.91,120.33,37.46,4.17,Loam,"(29.86359046451894, 192.94523371887132)"
40.23,23.17,64.33,85.74,88.57,4.78,Silty Clay,"(27.021045783221638, 482.695237343067)"
67.43,27.42,41.48,100.94,82.68,5.07,Silty Clay Loam,"(30.364773902087663, 209.23439988510052)"
47.63,28.84,64.29,106.63,90.11,8.04,Silty Clay,"(22.3695079706506, 207.31615364890803)"
66.41,23.56,71.42,137.06,37.64,4.24,Loam,"(25.716192316382493, 428.12162041824024)"
55.45,45.97,53.87,147.27,57.12,7.92,Silty Clay,"(15.997064164576134, 346.49698488579514)"
41.26,47.8,54.47,80.27,31.79,6.0,Sandy Clay Loam,"(27.288422807202757, 340.3913039621723)"
61.02,40.0,42.91,54.05,70.61,4.29,Clayey Loam,"(17.45383971246959, 343.0093452803352)"
54.27,44.35,65.5,134.52,99.85,6.95,Sandy,"(30.766854733335176, 151.51544897813037)"
31.42,29.99,62.87,75.79,90.93,6.12,Silty Clay,"(22.182427983605994, 182.69021277143548)"
42.65,41.56,62.8,84.14,82.18,6.57,Sandy Loam,"(28.138033295977145, 456.57800616343314)"
40.33,41.31,74.61,126.66,98.51,7.2,Loam,"(24.427538423734646, 332.5830136507111)"
50.4,18.68,56.2,53.73,30.55,4.39,Clayey Loam,"(29.273806103106715, 493.3000787904695)"
53.29,40.0,37.98,87.05,94.55,7.65,Loam,"(30.98978339127694, 136.49868953541485)"
50.21,25.74,38.79,41.02,70.94,8.42,Silty Clay Loam,"(30.072375710843193, 143.83103756890958)"
54.51,39.35,34.59,133.65,64.07,6.47,Loam,"(15.149154687144875, 249.22247535188447)"
69.71,49.94,61.78,107.35,92.55,6.93,Sandy Clay Loam,"(28.619002615215408, 475.6877264746288)"
64.23,19.66,37.42,93.47,94.77,7.88,Sandy Clay Loam,"(29.070478466561326, 467.4418489224168)"
62.78,15.61,57.1,100.13,61.63,4.76,Silty Clay,"(31.253330442239044, 370.08024167612183)"
31.94,33.0,60.18,131.71,52.32,6.68,Sandy Clay Loam,"(30.824795598530116, 360.99053761945015)"
67.24,43.31,35.49,54.45,93.13,4.68,Clayey Loam,"(15.966665787978098, 280.5740115501768)"
64.28,16.93,62.6,72.2,42.63,5.26,Sandy,"(19.87370557172401, 392.49781272433466)"
40.73,15.77,26.13,139.1,56.57,7.16,Silty Clay Loam,"(26.425093502199033, 334.79342893350344)"
39.43,26.64,50.04,51.04,21.59,7.04,Loam,"(27.293509658395735, 344.3438869585128)"
67.77,42.04,65.44,111.73,95.33,6.28,Sandy,"(27.022987769139785, 245.60830603383013)"
51.13,48.17,72.71,119.83,55.23,4.91,Silty Clay Loam,"(30.06790080435275, 172.7799568153325)"
38.07,48.29,47.93,141.97,83.03,6.75,Sandy,"(20.712446029271604, 203.6499393305957)"
57.76,47.68,44.82,46.97,69.37,8.03,Sandy Loam,"(21.42567880311979, 355.7431643755438)"
44.79,48.95,60.66,40.22,60.3,5.12,Sandy,"(20.828646397188045, 366.7592751617357)"
61.41,40.14,45.17,71.65,38.62,7.54,Loam,"(31.487130245139895, 395.1339243155166)"
45.08,40.53,33.34,79.39,94.17,5.29,Sandy Clay Loam,"(24.277174502331782, 437.3379085900579)"
32.79,42.63,69.61,132.3,44.49,7.0,Silty Clay,"(21.926335190115207, 479.00192663338805)"
68.69,21.7,32.61,118.05,44.27,5.22,Sandy Clay Loam,"(24.298359853199813, 303.9841141247674)"
49.66,34.37,38.68,69.36,64.95,5.41,Sandy,"(23.24772132996965, 145.38437771197354)"
36.76,42.08,34.7,97.89,88.4,5.07,Loam,"(21.518850431670455, 360.41080716272074)"
68.49,18.53,33.07,56.88,90.65,5.66,Sandy Loam,"(31.083388834206843, 316.0209539328434)"
35.74,32.11,47.15,123.36,24.75,7.24,Loam,"(28.129022915650275, 161.8500192587587)"
62.17,39.3,53.26,90.1,59.1,4.89,Sandy,"(25.520289559501922, 451.72122467368587)"
65.76,17.82,44.6,97.69,72.72,4.86,Silty Clay Loam,"(27.601635301137463, 148.3385489376063)"
62.55,47.57,59.52,89.82,48.08,8.3,Clayey Loam,"(18.829999644106444, 342.36952708569964)"
64.97,37.0,26.12,129.34,69.21,5.31,Clayey Loam,"(16.087770398405905, 228.00426648237425)"
39.82,30.63,39.08,145.03,32.09,7.89,Silty Clay,"(31.518431388766512, 424.92298202305426)"
51.41,35.07,34.08,108.16,96.18,4.19,Clayey Loam,"(17.068064892444063, 305.0150838730577)"
41.52,33.55,61.82,106.06,66.94,5.6,Silty Clay Loam,"(25.184865343656927, 172.7260650738857)"
55.78,46.31,53.99,130.91,50.86,7.78,Sandy Clay Loam,"(22.757425329613007, 239.10264360442955)"
53.82,37.02,42.18,78.41,34.07,5.01,Sandy,"(23.154034458885068, 300.4929889873216)"
37.33,21.93,35.33,42.45,65.88,7.85,Clayey Loam,"(24.735498347522277, 182.54611836313626)"
60.25,27.47,33.17,83.4,97.75,7.8,Sandy Loam,"(28.326649670577776, 498.67168975207585)"
38.03,16.02,50.98,135.99,63.98,8.44,Silty Clay Loam,"(31.556590173722906, 472.926512674551)"
43.27,26.76,25.3,136.25,34.45,7.52,Loam,"(25.276361911542054, 451.44351027014693)"
60.57,35.48,36.19,132.32,93.24,7.53,Sandy,"(30.042158593189335, 195.23005569857582)"
36.2,46.07,61.32,132.94,22.73,7.17,Sandy Clay Loam,"(15.068948366750256, 484.31231367016755)"
67.0,47.99,68.05,60.27,53.68,4.99,Sandy,"(28.40544836045939, 204.7553409370097)"
42.58,49.61,66.37,45.98,38.43,7.4,Silty Clay,"(25.758588379309728, 408.91622596268735)"
38.91,47.52,62.69,111.46,77.65,6.35,Silty Clay,"(22.632027085452698, 204.37068135600362)"
61.58,18.4,71.26,48.85,70.7,5.48,Sandy Loam,"(16.51532790047199, 487.8490038913353)"
48.27,16.72,43.94,141.82,67.04,5.37,Sandy Loam,"(16.723381508564973, 482.0832813869037)"
40.06,40.7,61.98,113.15,83.05,5.98,Clayey Loam,"(28.125506255826384, 185.63088106168192)"
49.69,26.44,35.33,73.22,68.85,7.82,Clayey Loam,"(18.48275519108661, 149.67995536586585)"
47.58,22.14,26.34,129.84,63.01,8.47,Clayey Loam,"(31.6688785734495, 171.58691465702094)"
58.57,36.73,74.82,149.6,47.44,7.21,Sandy Clay Loam,"(16.70227602309067, 477.35650987859395)"
67.32,47.93,31.49,70.88,49.23,6.8,Silty Clay,"(27.330852518605624, 143.32158169107697)"
38.92,41.96,40.5,72.44,40.57,5.64,Silty Clay,"(15.627133821449165, 230.59601688269078)"
63.48,42.98,36.27,51.24,58.95,4.37,Clayey Loam,"(18.542180625133696, 463.43816105323566)"
65.45,19.23,29.91,117.68,36.14,4.52,Sandy Loam,"(22.397411301867635, 271.56810652011)"
59.84,40.17,31.56,119.87,27.78,6.18,Loam,"(29.169455399923393, 144.80793534714053)"
41.83,38.55,46.92,55.2,64.61,7.02,Sandy Loam,"(31.422721548826757, 478.39902544110373)"
40.23,17.88,27.88,49.39,97.73,4.59,Sandy Loam,"(22.57585227671564, 162.14754577552785)"
69.33,32.38,29.86,147.05,49.92,6.37,Silty Clay,"(15.96545127569479, 307.5875878026485)"
67.32,26.69,70.93,46.86,65.46,6.92,Clayey Loam,"(24.357582622996908, 263.8378262197107)"
54.44,31.71,74.1,85.13,66.64,7.8,Clayey Loam,"(19.378243350788317, 421.0314924180905)"
39.93,20.22,31.0,87.69,42.86,5.9,Silty Clay,"(20.51368895861648, 291.79436325511006)"
48.39,35.19,65.01,104.09,20.56,6.84,Silty Clay Loam,"(28.87405363565506, 206.99042744874555)"
42.28,29.5,45.52,126.34,68.45,5.5,Clayey Loam,"(20.910871274849434, 322.9877488259822)"
69.34,43.76,60.52,102.38,72.68,4.81,Sandy,"(19.27105262094952, 398.30392841657306)"
57.92,23.26,36.47,116.79,72.02,7.81,Sandy Loam,"(22.76217719695258, 357.2074923165601)"
50.26,45.26,38.27,89.05,80.61,8.25,Sandy Loam,"(21.049641672903235, 163.90507338408787)"
33.7,35.42,60.71,64.55,48.96,5.28,Silty Clay Loam,"(19.390597309554472, 272.1337343806379)"
44.75,15.94,34.97,107.42,95.55,5.13,Sandy Clay Loam,"(16.123931876746926, 306.7867366386911)"
38.22,37.51,59.31,86.12,42.41,5.8,Sandy,"(18.26761153407433, 364.2369878455625)"
55.59,33.31,50.12,82.31,94.39,6.0,Sandy,"(16.599654653562343, 324.41061256060215)"
69.89,42.4,31.43,97.04,75.55,8.16,Silty Clay,"(20.219706863772828, 348.48468049865573)"
64.43,27.01,65.53,67.32,96.74,6.2,Clayey Loam,"(20.427716328551426, 133.09789127673744)"
57.31,42.51,55.75,121.83,55.73,6.05,Sandy,"(17.068428533296924, 120.75702786342411)"
69.21,32.4,40.82,74.13,92.53,7.1,Loam,"(21.36291932031523, 452.546581607635)"
31.61,43.01,60.19,78.32,49.26,4.09,Silty Clay Loam,"(22.32036645013821, 397.3767557738366)"
38.84,25.94,33.83,72.76,45.48,6.34,Silty Clay,"(17.499729502590917, 309.9664208629314)"
63.4,33.08,63.54,78.72,59.07,6.51,Silty Clay,"(31.305925753079045, 338.42540222582824)"
52.35,44.5,31.82,64.98,26.24,7.83,Sandy Clay Loam,"(26.207526494095863, 292.24081517495574)"
31.04,48.81,48.19,45.49,96.55,4.08,Silty Clay Loam,"(19.98229244209391, 415.5789425173859)"
37.88,26.13,28.13,96.2,97.67,8.32,Silty Clay,"(23.652537005872503, 155.4865900331325)"
62.92,48.1,28.09,59.31,51.7,4.12,Clayey Loam,"(21.173961149413138, 252.7045791739956)"
68.06,29.63,31.3,121.54,29.24,5.14,Clayey Loam,"(15.270065090886519, 265.25613987714047)"
34.88,28.21,39.44,61.99,90.65,4.17,Silty Clay,"(28.43508525650084, 432.78093644565695)"
46.1,32.79,58.03,65.79,94.37,5.33,Loam,"(22.7927316881094, 136.7370617950981)"
41.12,30.09,41.93,61.79,86.02,7.43,Sandy,"(18.922147417238694, 355.9229592227574)"
62.58,15.25,70.54,108.26,21.31,4.71,Sandy Clay Loam,"(20.82845293546332, 400.5285379243299)"
35.21,49.76,74.04,93.23,87.71,8.28,Silty Clay,"(30.84716709899411, 398.9952921975178)"
42.78,49.09,42.05,93.17,92.67,5.08,Sandy Clay Loam,"(17.86924888442194, 236.02355667601114)"
51.79,24.78,48.65,93.76,76.69,5.63,Sandy Loam,"(20.59141934094194, 233.6735940204142)"
34.73,16.24,66.65,75.54,24.14,7.88,Loam,"(21.25855778691373, 383.6626238158998)"
65.64,32.21,68.3,99.57,66.87,6.88,Silty Clay Loam,"(28.62721307425604, 405.83069030569783)"
46.93,49.8,60.24,89.86,73.76,6.7,Silty Clay,"(29.26654800227581, 165.72841248088997)"
35.22,24.12,55.34,144.58,65.34,4.24,Loam,"(30.935203168693377, 147.48272129680473)"
54.21,46.86,52.41,66.49,53.78,6.3,Sandy,"(18.962484435019128, 398.8154858584463)"
67.69,48.93,57.2,66.78,71.08,6.26,Silty Clay Loam,"(27.062442308109354, 299.06051249958176)"
31.91,38.01,45.24,94.87,94.96,7.72,Silty Clay Loam,"(23.442145399588906, 342.6533731048812)"
45.81,36.81,44.75,61.11,63.0,5.99,Silty Clay Loam,"(30.067285874717644, 358.8890465675174)"
32.24,48.75,53.34,134.01,89.74,6.63,Sandy Loam,"(20.95665254519855, 284.68971031730314)"
47.01,21.96,32.84,79.53,33.9,4.53,Loam,"(22.674375733928656, 210.73576353664595)"
35.97,36.36,44.57,71.17,38.15,8.07,Sandy Loam,"(24.60930536144387, 362.79321833689744)"
51.35,35.54,63.35,86.06,48.52,6.49,Loam,"(23.766739440754957, 181.8414473883398)"
44.08,47.19,46.53,41.06,68.4,7.07,Silty Clay,"(21.452144521059175, 385.6066835779193)"
38.61,41.26,53.72,49.32,66.72,5.74,Silty Clay,"(20.196389827636253, 355.8305553947672)"
63.44,18.42,49.06,122.82,71.4,6.48,Sandy,"(24.21367094504454, 448.0534439137415)"
64.94,38.37,33.25,44.21,63.87,6.06,Loam,"(18.07413191541231, 444.6695165572157)"
58.78,42.93,58.85,134.62,22.22,4.85,Silty Clay,"(25.884142819359248, 327.82333781480577)"
63.68,35.76,41.12,94.25,60.04,8.06,Sandy Clay Loam,"(27.317229527168642, 298.24107563951975)"
61.58,19.67,71.95,46.47,39.23,5.57,Sandy,"(30.596487354043788, 348.024301204537)"
61.67,44.02,62.94,118.81,32.94,4.07,Silty Clay Loam,"(24.602717922771923, 397.6773233788688)"
63.65,46.62,27.08,142.9,96.35,7.1,Silty Clay,"(15.253747513223175, 489.1532093368318)"
50.96,19.82,25.39,121.34,26.12,6.84,Sandy Clay Loam,"(27.238945509315784, 384.4889069478471)"
65.57,25.95,67.13,64.92,27.12,7.07,Loam,"(27.317165876523102, 421.0475278653871)"
31.06,35.38,54.04,115.41,97.16,7.53,Sandy,"(26.839441911324876, 469.56853437218007)"
61.76,35.02,73.46,75.27,44.03,6.68,Sandy Loam,"(15.859223423449412, 288.4073801259176)"
40.72,36.91,60.82,110.91,25.07,8.11,Sandy Loam,"(15.907981060461598, 135.24896612916532)"
30.14,17.08,39.24,92.76,77.14,6.04,Silty Clay,"(20.200733105816347, 200.31660681318442)"
61.04,41.83,45.06,80.99,92.91,4.96,Sandy,"(24.020863074161866, 401.2004550874623)"
54.39,17.32,42.01,55.6,66.22,4.96,Sandy Clay Loam,"(17.358470555194675, 175.8228758665007)"
62.35,28.44,54.73,43.15,31.15,4.89,Sandy Loam,"(16.689765878952738, 425.232173980604)"
67.35,31.11,46.42,109.87,95.83,8.3,Sandy Clay Loam,"(22.041019939197575, 408.98039445898326)"
46.17,18.56,46.97,102.74,72.82,5.27,Loam,"(30.022315839884804, 299.3331798449993)"
52.02,41.47,28.74,42.14,35.16,8.07,Sandy Loam,"(15.45819605693212, 164.11037621312926)"
39.67,34.7,33.56,76.53,41.82,4.75,Loam,"(18.39552044247256, 259.761601753951)"
65.68,32.79,45.88,51.4,84.19,5.2,Clayey Loam,"(27.07230270876316, 164.87296936903687)"
64.61,25.14,43.13,89.66,50.46,7.35,Clayey Loam,"(21.030245466779366, 125.59176421824493)"
60.77,34.28,59.63,137.24,30.47,7.77,Sandy,"(26.333684305484397, 130.39684999582497)"
31.17,45.96,26.89,43.54,84.32,8.28,Loam,"(29.93576185622565, 472.3387155522496)"
47.32,33.48,64.73,40.35,26.71,4.77,Sandy,"(30.53865588997303, 173.9721265563183)"
44.18,43.92,42.62,133.0,86.36,8.03,Loam,"(31.384693368726275, 143.99401231384837)"
52.26,38.53,51.32,148.7,95.74,6.05,Sandy,"(27.110471331251212, 184.3273836924721)"
59.6,34.09,26.34,87.18,76.3,5.41,Loam,"(17.459514963991772, 490.02900358260706)"
53.8,19.12,67.98,89.72,32.14,4.47,Sandy Clay Loam,"(30.75559971310237, 353.40984848013574)"
56.12,33.03,44.3,146.1,74.74,7.36,Sandy Loam,"(28.539434934338825, 402.5395123833161)"
53.88,31.97,45.63,58.36,95.94,5.89,Sandy,"(27.47628454662732, 199.48706587018162)"
57.39,16.57,44.68,108.67,40.42,6.17,Clayey Loam,"(31.00718294884487, 242.32789045173837)"
35.68,45.04,35.33,137.42,76.81,5.91,Sandy Loam,"(30.312248494527424, 476.46090861368157)"
46.67,21.52,32.98,101.4,73.19,8.37,Clayey Loam,"(25.905804569997464, 151.6568718266165)"
64.56,22.74,37.36,91.43,80.86,5.13,Clayey Loam,"(17.23383902354964, 181.58066045225274)"
38.14,21.59,27.94,138.68,51.76,7.17,Silty Clay,"(18.75384953159997, 290.6781655968888)"
51.38,35.13,47.52,144.68,96.12,4.89,Silty Clay Loam,"(18.016931416974742, 346.5147230585787)"
59.4,46.7,64.27,58.91,93.28,6.17,Loam,"(22.432026779841415, 391.4878438118496)"
32.9,17.99,58.41,42.28,42.14,7.16,Sandy Loam,"(30.607875834943904, 317.04885526349767)"
63.41,26.97,30.31,90.02,37.5,7.91,Sandy Clay Loam,"(29.962412653778625, 493.86599418128327)"
